"idcasilla","entidad","estado","id_municipio","municipio","casilla","dia","Opcion1_Actual_mas_Toluca_y_StLucia","Opcion2_continuar_construccion_en_texcoco","nulos","total"
1507501,15,"MEXICO",75,"SAN FELIPE DEL PROGRESO","SAN FELIPE DEL PROGRESO 01",25,37,77,4,118
1507601,15,"MEXICO",76,"SAN MARTIN DE LAS PIRAMIDES","SAN MARTIN DE LAS PIRAMIDES 01",25,113,38,3,154
1507701,15,"MEXICO",77,"SAN MATEO ATENCO","SAN MATEO ATENCO 01",25,148,156,2,306
1508201,15,"MEXICO",82,"TECAMAC","TECAMAC 01",25,245,146,12,403
1508202,15,"MEXICO",82,"TECAMAC","TECAMAC 02",25,96,41,1,138
1508203,15,"MEXICO",82,"TECAMAC","TECAMAC 03",25,290,160,1,451
1508204,15,"MEXICO",82,"TECAMAC","TECAMAC 04",25,130,79,2,211
1508301,15,"MEXICO",83,"TEJUPILCO","TEJUPILCO 01",25,121,64,1,186
1508501,15,"MEXICO",85,"TEMASCALAPA","TEMASCALAPA 01",25,58,22,2,82
1508601,15,"MEXICO",86,"TEMASCALCINGO","TEMASCALCINGO 01",25,63,30,1,94
1508801,15,"MEXICO",88,"TEMOAYA","TEMOAYA 01",25,63,42,0,105
1508901,15,"MEXICO",89,"TENANCINGO","TENANCINGO 01",25,232,83,3,318
1509101,15,"MEXICO",91,"TENANGO DEL VALLE","TENANGO DEL VALLE 01",25,88,48,0,136
1509201,15,"MEXICO",92,"TEOLOYUCAN","TEOLOYUCAN 01",25,160,71,4,235
1509301,15,"MEXICO",93,"TEOTIHUACAN","TEOTIHUACAN 01",25,200,98,4,302
1509401,15,"MEXICO",94,"TEPETLAOXTOC","TEPETLAOXTOC 01",25,113,62,1,176
1509601,15,"MEXICO",96,"TEPOTZOTLAN","TEPOTZOTLAN 01",25,144,63,2,209
1510001,15,"MEXICO",100,"TEXCOCO","TEXCOCO 01",25,75,187,0,262
1510002,15,"MEXICO",100,"TEXCOCO","TEXCOCO 02",25,48,147,0,195
1510003,15,"MEXICO",100,"TEXCOCO","TEXCOCO 03",25,527,533,2,1062
1510101,15,"MEXICO",101,"TEZOYUCA","TEZOYUCA 01",25,93,38,0,131
1510201,15,"MEXICO",102,"TIANGUISTENCO","TIANGUISTENCO 01",25,141,55,0,196
1510401,15,"MEXICO",104,"TLALMANALCO","TLALMANALCO 01",25,112,95,1,208
1510501,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 01",25,324,247,2,573
1510502,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 02",25,144,41,1,186
1510503,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 03",25,167,58,4,229
1510504,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 04",25,74,45,0,119
1510505,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 05",25,77,2,0,79
1510506,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 06",25,156,176,2,334
1510507,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 07",25,97,171,1,269
1510508,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 08",25,123,52,1,176
1510509,15,"MEXICO",105,"TLALNEPANTLA DE BAZ","TLALNEPANTLA DE BAZ 09",25,72,52,0,124
1510701,15,"MEXICO",107,"TOLUCA","TOLUCA 01",25,552,313,7,872
1510702,15,"MEXICO",107,"TOLUCA","TOLUCA 02",25,27,9,1,37
1510703,15,"MEXICO",107,"TOLUCA","TOLUCA 03",25,23,8,1,32
1510704,15,"MEXICO",107,"TOLUCA","TOLUCA 04",25,99,99,1,199
1510705,15,"MEXICO",107,"TOLUCA","TOLUCA 05",25,35,9,0,44
1510706,15,"MEXICO",107,"TOLUCA","TOLUCA 06",25,108,60,2,170
1510707,15,"MEXICO",107,"TOLUCA","TOLUCA 07",25,22,7,0,29
1510708,15,"MEXICO",107,"TOLUCA","TOLUCA 08",25,45,37,1,83
1510709,15,"MEXICO",107,"TOLUCA","TOLUCA 09",25,15,2,0,17
1510710,15,"MEXICO",107,"TOLUCA","TOLUCA 10",25,31,9,0,40
1510901,15,"MEXICO",109,"TULTEPEC","TULTEPEC 01",25,193,62,1,256
1511001,15,"MEXICO",110,"TULTITLAN","TULTITLAN 01",25,160,131,2,293
1511002,15,"MEXICO",110,"TULTITLAN","TULTITLAN 02",25,96,49,0,145
1511003,15,"MEXICO",110,"TULTITLAN","TULTITLAN 03",25,101,47,0,148
1511004,15,"MEXICO",110,"TULTITLAN","TULTITLAN 04",25,91,36,2,129
1511005,15,"MEXICO",110,"TULTITLAN","TULTITLAN 05",25,225,86,3,314
1511101,15,"MEXICO",111,"VALLE DE BRAVO","VALLE DE BRAVO 01",25,73,100,4,177
1511401,15,"MEXICO",114,"VILLA GUERRERO","VILLA GUERRERO 01",25,65,18,0,83
1511501,15,"MEXICO",115,"VILLA VICTORIA","VILLA VICTORIA 01",25,23,24,0,47
1511601,15,"MEXICO",116,"XONACATLAN","XONACATLAN 01",25,76,15,0,91
1511901,15,"MEXICO",119,"ZINACANTEPEC","ZINACANTEPEC 01",25,105,63,0,168
1512101,15,"MEXICO",121,"ZUMPANGO","ZUMPANGO 01",25,1025,108,0,1133
1512102,15,"MEXICO",121,"ZUMPANGO","ZUMPANGO 02",25,398,55,1,454
1512201,15,"MEXICO",122,"VALLE DE CHALCO SOLIDARIDAD","VALLE DE CHALCO SOLIDARIDAD 01",25,129,64,1,194
1512202,15,"MEXICO",122,"VALLE DE CHALCO SOLIDARIDAD","VALLE DE CHALCO SOLIDARIDAD 02",25,45,35,1,81
1512203,15,"MEXICO",122,"VALLE DE CHALCO SOLIDARIDAD","VALLE DE CHALCO SOLIDARIDAD 03",25,45,35,1,81
1512204,15,"MEXICO",122,"VALLE DE CHALCO SOLIDARIDAD","VALLE DE CHALCO SOLIDARIDAD 04",25,32,14,2,48
1512401,15,"MEXICO",124,"SAN JOSE DEL RINCON","SAN JOSE DEL RINCON 01",25,30,18,0,48
1600601,16,"MICHOACAN",6,"APATZINGAN","APATZINGAN 01",25,120,32,0,152
1603401,16,"MICHOACAN",34,"HIDALGO","HIDALGO 01",25,128,82,0,210
1604301,16,"MICHOACAN",43,"JACONA","JACONA 01",25,55,44,1,100
1605001,16,"MICHOACAN",50,"LAZARO CARDENAS","LAZARO CARDENAS 01",25,398,69,2,469
1605002,16,"MICHOACAN",50,"LAZARO CARDENAS","LAZARO CARDENAS 02",25,97,19,1,117
1605201,16,"MICHOACAN",52,"MARAVATIO","MARAVATIO 01",25,154,47,3,204
1605401,16,"MICHOACAN",54,"MORELIA","MORELIA 01",25,196,78,1,275
1605402,16,"MICHOACAN",54,"MORELIA","MORELIA 02",25,377,205,3,585
1605403,16,"MICHOACAN",54,"MORELIA","MORELIA 03",25,275,190,3,468
1605404,16,"MICHOACAN",54,"MORELIA","MORELIA 04",25,137,61,0,198
1605405,16,"MICHOACAN",54,"MORELIA","MORELIA 05",25,179,189,29,397
1605406,16,"MICHOACAN",54,"MORELIA","MORELIA 06",25,143,154,4,301
1605407,16,"MICHOACAN",54,"MORELIA","MORELIA 07",25,116,62,1,179
1605408,16,"MICHOACAN",54,"MORELIA","MORELIA 08",25,119,76,0,195
1605409,16,"MICHOACAN",54,"MORELIA","MORELIA 09",25,35,26,0,61
1606701,16,"MICHOACAN",67,"PATZCUARO","PATZCUARO 01",25,157,68,4,229
1607001,16,"MICHOACAN",70,"LA PIEDAD","LA PIEDAD 01",25,103,60,1,164
1607201,16,"MICHOACAN",72,"PURUANDIRO","PURUANDIRO 01",25,74,21,1,96
1607601,16,"MICHOACAN",76,"LOS REYES","LOS REYES 01",25,75,87,2,164
1607701,16,"MICHOACAN",77,"SAHUAYO","SAHUAYO 01",25,125,71,0,196
1608301,16,"MICHOACAN",83,"TACAMBARO","TACAMBARO 01",25,164,53,3,220
1608901,16,"MICHOACAN",89,"TARIMBARO","TARIMBARO 01",25,96,30,1,127
1610301,16,"MICHOACAN",103,"URUAPAN","URUAPAN 01",25,169,98,2,269
1610302,16,"MICHOACAN",103,"URUAPAN","URUAPAN 02",25,45,32,0,77
1610303,16,"MICHOACAN",103,"URUAPAN","URUAPAN 03",25,54,31,0,85
1610801,16,"MICHOACAN",108,"ZACAPU","ZACAPU 01",25,124,44,2,170
1610901,16,"MICHOACAN",109,"ZAMORA","ZAMORA 01",25,247,114,5,366
1610902,16,"MICHOACAN",109,"ZAMORA","ZAMORA 02",25,130,114,2,246
1611101,16,"MICHOACAN",111,"ZINAPECUARO","ZINAPECUARO 01",25,58,33,0,91
1611301,16,"MICHOACAN",113,"ZITACUARO","ZITACUARO 01",25,191,93,0,284
1700401,17,"MORELOS",4,"AYALA","AYALA 01",25,42,27,0,69
1700601,17,"MORELOS",6,"CUAUTLA","CUAUTLA 01",25,307,142,1,450
1700602,17,"MORELOS",6,"CUAUTLA","CUAUTLA 02",25,132,29,2,163
1700701,17,"MORELOS",7,"CUERNAVACA","CUERNAVACA 01",25,169,129,0,298
1700702,17,"MORELOS",7,"CUERNAVACA","CUERNAVACA 02",25,112,35,0,147
1700703,17,"MORELOS",7,"CUERNAVACA","CUERNAVACA 03",25,635,325,7,967
1700704,17,"MORELOS",7,"CUERNAVACA","CUERNAVACA 04",25,86,125,1,212
1700705,17,"MORELOS",7,"CUERNAVACA","CUERNAVACA 05",25,68,51,0,119
1700801,17,"MORELOS",8,"EMILIANO ZAPATA","EMILIANO ZAPATA 01",25,40,14,0,54
1701101,17,"MORELOS",11,"JIUTEPEC","JIUTEPEC 01",25,164,97,2,263
