"idcasilla","entidad","estado","id_municipio","municipio","casilla","dia","Opcion1_Actual_mas_Toluca_y_StLucia","Opcion2_continuar_construccion_en_texcoco","nulos","total"
900402,9,"CD MEXICO",4,"CUAJIMALPA DE MORELOS","CUAJIMALPA DE MORELOS 02",27,354,378,1,733
900501,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 01",27,527,141,7,675
900502,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 02",27,672,257,8,937
900503,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 03",27,542,137,4,683
900504,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 04",27,458,224,3,685
900505,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 05",27,171,68,2,241
900506,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 06",27,254,104,0,358
900507,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 07",27,329,56,2,387
900508,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 08",27,363,178,2,543
900509,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 09",27,208,188,3,399
900510,9,"CD MEXICO",5,"GUSTAVO A. MADERO","GUSTAVO A. MADERO 10",27,320,151,5,476
900601,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 01",27,471,271,8,750
900602,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 02",27,281,142,6,429
900603,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 03",27,355,126,4,485
900604,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 04",27,426,118,1,545
900605,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 05",27,560,155,3,718
900606,9,"CD MEXICO",6,"IZTACALCO","IZTACALCO 06",27,281,142,287,710
900701,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 01",27,527,141,4,672
900702,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 02",27,365,93,3,461
900703,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 03",27,330,50,0,380
900704,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 04",27,178,43,3,224
900705,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 05",27,345,48,2,395
900706,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 06",27,222,50,2,274
900707,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 07",27,428,118,6,552
900708,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 08",27,188,69,0,257
900709,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 09",27,302,78,0,380
900710,9,"CD MEXICO",7,"IZTAPALAPA","IZTAPALAPA 10",27,393,105,3,501
900801,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 01",27,167,80,2,249
900802,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 02",27,232,74,1,307
900803,9,"CD MEXICO",8,"LA MAGDALENA CONTRERAS","LA MAGDALENA CONTRERAS 03",27,204,169,1,374
900901,9,"CD MEXICO",9,"MILPA ALTA","MILPA ALTA 01",27,366,58,1,425
901001,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 01",27,70,32,4,106
901002,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 02",27,78,22,0,100
901003,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 03",27,187,63,2,252
901004,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 04",27,178,273,1,452
901005,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 05",27,347,390,3,740
901006,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 06",27,245,88,3,336
901007,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 07",27,110,61,0,171
901008,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 08",27,224,92,4,320
901009,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 09",27,166,133,5,304
901010,9,"CD MEXICO",10,"ALVARO OBREGON","ALVARO OBREGON 10",27,57,403,0,460
901101,9,"CD MEXICO",11,"TLAHUAC","TLAHUAC 01",27,100,34,2,136
901102,9,"CD MEXICO",11,"TLAHUAC","TLAHUAC 02",27,235,62,1,298
901103,9,"CD MEXICO",11,"TLAHUAC","TLAHUAC 03",27,196,51,3,250
901104,9,"CD MEXICO",11,"TLAHUAC","TLAHUAC 04",27,242,88,0,330
901201,9,"CD MEXICO",12,"TLALPAN","TLALPAN 01",27,92,48,0,140
901202,9,"CD MEXICO",12,"TLALPAN","TLALPAN 02",27,75,27,2,104
901203,9,"CD MEXICO",12,"TLALPAN","TLALPAN 03",27,37,12,0,49
901204,9,"CD MEXICO",12,"TLALPAN","TLALPAN 04",27,550,291,11,852
901205,9,"CD MEXICO",12,"TLALPAN","TLALPAN 05",27,392,147,0,539
901206,9,"CD MEXICO",12,"TLALPAN","TLALPAN 06",27,201,134,2,337
901207,9,"CD MEXICO",12,"TLALPAN","TLALPAN 07",27,202,72,1,275
901208,9,"CD MEXICO",12,"TLALPAN","TLALPAN 08",27,847,385,19,1251
901209,9,"CD MEXICO",12,"TLALPAN","TLALPAN 09",27,475,126,6,607
901301,9,"CD MEXICO",13,"XOCHIMILCO","XOCHIMILCO 01",27,265,86,0,351
901302,9,"CD MEXICO",13,"XOCHIMILCO","XOCHIMILCO 02",27,185,32,1,218
901303,9,"CD MEXICO",13,"XOCHIMILCO","XOCHIMILCO 03",27,581,128,5,714
901304,9,"CD MEXICO",13,"XOCHIMILCO","XOCHIMILCO 04",27,249,72,0,321
901305,9,"CD MEXICO",13,"XOCHIMILCO","XOCHIMILCO 05",27,140,31,3,174
901401,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 01",27,417,576,5,998
901402,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 02",27,527,373,4,904
901403,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 03",27,736,575,6,1317
901404,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 04",27,617,311,6,934
901405,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 05",27,330,138,3,471
901406,9,"CD MEXICO",14,"BENITO JUAREZ","BENITO JUAREZ 06",27,779,459,14,1252
901501,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 01",27,929,423,15,1367
901502,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 02",27,521,679,4,1204
901503,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 03",27,940,387,14,1341
901504,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 04",27,229,206,2,437
901505,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 05",27,1124,775,11,1910
901506,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 06",27,423,500,4,927
901507,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 07",27,296,105,4,405
901508,9,"CD MEXICO",15,"CUAUHTEMOC","CUAUHTEMOC 08",27,427,412,3,842
901601,9,"CD MEXICO",16,"MIGUEL HIDALGO","MIGUEL HIDALGO 01",27,346,153,1,500
901602,9,"CD MEXICO",16,"MIGUEL HIDALGO","MIGUEL HIDALGO 02",27,303,120,1,424
901603,9,"CD MEXICO",16,"MIGUEL HIDALGO","MIGUEL HIDALGO 03",27,288,74,4,366
901604,9,"CD MEXICO",16,"MIGUEL HIDALGO","MIGUEL HIDALGO 04",27,359,362,3,724
901605,9,"CD MEXICO",16,"MIGUEL HIDALGO","MIGUEL HIDALGO 05",27,259,189,1,449
901701,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 01",27,231,117,0,348
901702,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 02",27,182,69,3,254
901703,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 03",27,199,67,3,269
901704,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 04",27,250,89,1,340
901705,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 05",27,144,53,1,198
901706,9,"CD MEXICO",17,"VENUSTIANO CARRANZA","VENUSTIANO CARRANZA 06",27,207,39,354,600
1000501,10,"DURANGO",5,"DURANGO","DURANGO 01",27,319,208,0,527
1000502,10,"DURANGO",5,"DURANGO","DURANGO 02",27,93,20,4,117
1000503,10,"DURANGO",5,"DURANGO","DURANGO 03",27,131,160,6,297
1000504,10,"DURANGO",5,"DURANGO","DURANGO 04",27,79,56,0,135
1000505,10,"DURANGO",5,"DURANGO","DURANGO 05",27,147,125,3,275
1000506,10,"DURANGO",5,"DURANGO","DURANGO 06",27,83,53,2,138
1000507,10,"DURANGO",5,"DURANGO","DURANGO 07",27,97,65,0,162
1000701,10,"DURANGO",7,"GOMEZ PALACIO","GOMEZ PALACIO 01",27,175,36,0,211
1000702,10,"DURANGO",7,"GOMEZ PALACIO","GOMEZ PALACIO 02",27,29,42,0,71
1000703,10,"DURANGO",7,"GOMEZ PALACIO","GOMEZ PALACIO 03",27,104,49,0,153
1000704,10,"DURANGO",7,"GOMEZ PALACIO","GOMEZ PALACIO 04",27,67,31,1,99
1001201,10,"DURANGO",12,"LERDO","LERDO 01",27,92,50,2,144
1100101,11,"GUANAJUATO",1,"ABASOLO","ABASOLO 01",27,25,11,0,36
1100201,11,"GUANAJUATO",2,"ACAMBARO","ACAMBARO 01",27,108,65,3,176
1100301,11,"GUANAJUATO",3,"SAN MIGUEL DE ALLENDE","SAN MIGUEL DE ALLENDE 01",27,119,191,1,311
1100302,11,"GUANAJUATO",3,"SAN MIGUEL DE ALLENDE","SAN MIGUEL DE ALLENDE 02",27,57,37,0,94
1100501,11,"GUANAJUATO",5,"APASEO EL GRANDE","APASEO EL GRANDE 01",27,57,45,0,102
1100701,11,"GUANAJUATO",7,"CELAYA","CELAYA 01",27,66,101,1,168
1100702,11,"GUANAJUATO",7,"CELAYA","CELAYA 02",27,238,160,0,398
1100703,11,"GUANAJUATO",7,"CELAYA","CELAYA 03",27,24,19,0,43
1100704,11,"GUANAJUATO",7,"CELAYA","CELAYA 04",27,80,93,1,174
1100705,11,"GUANAJUATO",7,"CELAYA","CELAYA 05",27,55,47,2,104
1100706,11,"GUANAJUATO",7,"CELAYA","CELAYA 06",27,28,19,1,48
1101101,11,"GUANAJUATO",11,"CORTAZAR","CORTAZAR 01",27,106,57,2,165
1101401,11,"GUANAJUATO",14,"DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL","DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL 01",27,113,91,0,204
1101501,11,"GUANAJUATO",15,"GUANAJUATO","GUANAJUATO 01",27,210,214,0,424
1101502,11,"GUANAJUATO",15,"GUANAJUATO","GUANAJUATO 02",27,142,78,2,222
1101701,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 01",27,129,61,1,191
1101702,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 02",27,110,57,3,170
1101703,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 03",27,64,55,0,119
1101704,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 04",27,115,56,1,172
1101705,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 05",27,42,10,0,52
1101706,11,"GUANAJUATO",17,"IRAPUATO","IRAPUATO 06",27,124,37,0,161
1102001,11,"GUANAJUATO",20,"LEON","LEON 01",27,105,119,0,224
1102002,11,"GUANAJUATO",20,"LEON","LEON 02",27,309,282,3,594
1102003,11,"GUANAJUATO",20,"LEON","LEON 03",27,83,72,3,158
1102004,11,"GUANAJUATO",20,"LEON","LEON 04",27,88,70,0,158
1102005,11,"GUANAJUATO",20,"LEON","LEON 05",27,79,249,0,328
1102006,11,"GUANAJUATO",20,"LEON","LEON 06",27,17,1,0,18
1102007,11,"GUANAJUATO",20,"LEON","LEON 07",27,19,11,0,30
1102008,11,"GUANAJUATO",20,"LEON","LEON 08",27,55,87,2,144
1102009,11,"GUANAJUATO",20,"LEON","LEON 09",27,26,9,0,35
1102010,11,"GUANAJUATO",20,"LEON","LEON 10",27,62,27,0,89
1102301,11,"GUANAJUATO",23,"PENJAMO","PENJAMO 01",27,63,29,2,94
1102302,11,"GUANAJUATO",23,"PENJAMO","PENJAMO 02",27,21,10,0,31
1102701,11,"GUANAJUATO",27,"SALAMANCA","SALAMANCA 01",27,127,61,1,189
1102702,11,"GUANAJUATO",27,"SALAMANCA","SALAMANCA 02",27,40,12,0,52
1102703,11,"GUANAJUATO",27,"SALAMANCA","SALAMANCA 03",27,102,40,0,142
1102801,11,"GUANAJUATO",28,"SALVATIERRA","SALVATIERRA 01",27,99,37,1,137
1103001,11,"GUANAJUATO",30,"SAN FELIPE","SAN FELIPE 01",27,66,31,0,97
1103101,11,"GUANAJUATO",31,"SAN FRANCISCO DEL RINCON","SAN FRANCISCO DEL RINCON 01",27,76,82,0,158
1103301,11,"GUANAJUATO",33,"SAN LUIS DE LA PAZ","SAN LUIS DE LA PAZ 01",27,47,27,0,74
1103701,11,"GUANAJUATO",37,"SILAO","SILAO 01",27,53,47,3,103
1103702,11,"GUANAJUATO",37,"SILAO","SILAO 02",27,66,32,0,98
1104201,11,"GUANAJUATO",42,"VALLE DE SANTIAGO","VALLE DE SANTIAGO 01",27,120,48,0,168
1104601,11,"GUANAJUATO",46,"YURIRIA","YURIRIA 01",27,79,37,0,116
1200101,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 01",27,603,113,1,717
1200102,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 02",27,185,64,2,251
1200103,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 03",27,89,32,0,121
1200104,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 04",27,166,15,0,181
1200105,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 05",27,77,17,0,94
1200106,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 06",27,183,28,2,213
1200107,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 07",27,120,16,0,136
1200108,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 08",27,163,12,2,177
1200109,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 09",27,360,37,0,397
1200110,12,"GUERRERO",1,"ACAPULCO DE JUAREZ","ACAPULCO DE JUAREZ 10",27,53,17,0,70
1201101,12,"GUERRERO",11,"ATOYAC DE ALVAREZ","ATOYAC DE ALVAREZ 01",27,180,18,0,198
1201201,12,"GUERRERO",12,"AYUTLA DE LOS LIBRES","AYUTLA DE LOS LIBRES 01",27,87,6,0,93
1202101,12,"GUERRERO",21,"COYUCA DE BENITEZ","COYUCA DE BENITEZ 01",27,344,4,0,348
1202201,12,"GUERRERO",22,"COYUCA DE CATALAN","COYUCA DE CATALAN 01",27,72,6,0,78
1202801,12,"GUERRERO",28,"CHILAPA DE ALVAREZ","CHILAPA DE ALVAREZ 01",27,297,18,1,316
1202901,12,"GUERRERO",29,"CHILPANCINGO DE LOS BRAVO","CHILPANCINGO DE LOS BRAVO 01",27,288,44,3,335
1202902,12,"GUERRERO",29,"CHILPANCINGO DE LOS BRAVO","CHILPANCINGO DE LOS BRAVO 02",27,590,122,6,718
1202903,12,"GUERRERO",29,"CHILPANCINGO DE LOS BRAVO","CHILPANCINGO DE LOS BRAVO 03",27,252,45,3,300
1203001,12,"GUERRERO",30,"EDUARDO NERI","EDUARDO NERI 01",27,75,7,0,82
1203501,12,"GUERRERO",35,"HUITZUCO DE LOS FIGUEROA","HUITZUCO DE LOS FIGUEROA 01",27,54,13,1,68
1203601,12,"GUERRERO",36,"IGUALA DE LA INDEPENDENCIA","IGUALA DE LA INDEPENDENCIA 01",27,340,48,1,389
1203901,12,"GUERRERO",39,"ZIHUATANEJO DE AZUETA","ZIHUATANEJO DE AZUETA 01",27,261,41,1,303
1204701,12,"GUERRERO",47,"OMETEPEC","OMETEPEC 01",27,228,13,0,241
1204901,12,"GUERRERO",49,"PETATLAN","PETATLAN 01",27,107,10,0,117
1205101,12,"GUERRERO",51,"PUNGARABATO","PUNGARABATO 01",27,204,17,0,221
1205401,12,"GUERRERO",54,"SAN MARCOS","SAN MARCOS 01",27,169,18,1,188
1205601,12,"GUERRERO",56,"TAXCO DE ALARCON","TAXCO DE ALARCON 01",27,196,112,0,308
1205801,12,"GUERRERO",58,"TECPAN DE GALEANA","TECPAN DE GALEANA 01",27,226,48,0,274
1205901,12,"GUERRERO",59,"TELOLOAPAN","TELOLOAPAN 01",27,82,18,0,100
1206701,12,"GUERRERO",67,"TLAPA DE COMONFORT","TLAPA DE COMONFORT 01",27,341,34,3,378
1300301,13,"HIDALGO",3,"ACTOPAN","ACTOPAN 01",27,351,65,2,418
1301501,13,"HIDALGO",15,"CUAUTEPEC DE HINOJOSA","CUAUTEPEC DE HINOJOSA 01",27,14,4,0,18
1302801,13,"HIDALGO",28,"HUEJUTLA DE REYES","HUEJUTLA DE REYES 01",27,247,25,0,272
1303001,13,"HIDALGO",30,"IXMIQUILPAN","IXMIQUILPAN 01",27,436,61,3,500
1304001,13,"HIDALGO",40,"MINERAL DE LA REFORMA","MINERAL DE LA REFORMA 01",27,397,201,2,600
1304701,13,"HIDALGO",47,"PACHUCA DE SOTO","PACHUCA DE SOTO 01",27,168,188,0,356
1304702,13,"HIDALGO",47,"PACHUCA DE SOTO","PACHUCA DE SOTO 02",27,682,191,7,880
1304703,13,"HIDALGO",47,"PACHUCA DE SOTO","PACHUCA DE SOTO 03",27,328,105,1,434
1306101,13,"HIDALGO",61,"TEPEAPULCO","TEPEAPULCO 01",27,122,24,0,146
1306301,13,"HIDALGO",63,"TEPEJI DEL RIO DE OCAMPO","TEPEJI DEL RIO DE OCAMPO 01",27,131,57,2,190
1306801,13,"HIDALGO",68,"TIZAYUCA","TIZAYUCA 01",27,385,126,1,512
1307501,13,"HIDALGO",75,"TULA DE ALLENDE","TULA DE ALLENDE 01",27,311,82,0,393
1307601,13,"HIDALGO",76,"TULANCINGO DE BRAVO","TULANCINGO DE BRAVO 01",27,297,79,2,378
1307602,13,"HIDALGO",76,"TULANCINGO DE BRAVO","TULANCINGO DE BRAVO 02",27,53,13,0,66
1402301,14,"JALISCO",23,"ZAPOTLAN EL GRANDE","ZAPOTLAN EL GRANDE 01",27,327,94,1,422
1404101,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 01",27,299,223,3,525
1404102,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 02",27,317,105,2,424
1404103,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 03",27,415,213,6,634
1404104,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 04",27,198,106,3,307
1404105,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 05",27,301,136,3,440
1404106,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 06",27,108,43,1,152
1404107,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 07",27,89,68,0,157
1404108,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 08",27,139,25,0,164
1404109,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 09",27,190,87,3,280
1404110,14,"JALISCO",41,"GUADALAJARA","GUADALAJARA 10",27,112,26,0,138
1405501,14,"JALISCO",55,"LAGOS DE MORENO","LAGOS DE MORENO 01",27,155,121,3,279
1406501,14,"JALISCO",65,"OCOTLAN","OCOTLAN 01",27,137,75,0,212
1406901,14,"JALISCO",69,"PUERTO VALLARTA","PUERTO VALLARTA 01",27,105,68,1,174
1406902,14,"JALISCO",69,"PUERTO VALLARTA","PUERTO VALLARTA 02",27,148,29,0,177
1406903,14,"JALISCO",69,"PUERTO VALLARTA","PUERTO VALLARTA 03",27,82,55,2,139
1407201,14,"JALISCO",72,"EL SALTO","EL SALTO 01",27,57,12,0,69
1409401,14,"JALISCO",94,"TEPATITLAN DE MORELOS","TEPATITLAN DE MORELOS 01",27,76,90,2,168
1409801,14,"JALISCO",98,"TLAJOMULCO DE ZUÑIGA","TLAJOMULCO DE ZUÑIGA 01",27,81,40,1,122
1409802,14,"JALISCO",98,"TLAJOMULCO DE ZUÑIGA","TLAJOMULCO DE ZUÑIGA 02",27,153,20,0,173
1409803,14,"JALISCO",98,"TLAJOMULCO DE ZUÑIGA","TLAJOMULCO DE ZUÑIGA 03",27,44,25,0,69
1409804,14,"JALISCO",98,"TLAJOMULCO DE ZUÑIGA","TLAJOMULCO DE ZUÑIGA 04",27,25,15,2,42
1409901,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 01",27,60,15,0,75
1409902,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 02",27,308,115,2,425
1409903,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 03",27,33,8,0,41
1409904,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 04",27,269,236,4,509
1409905,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 05",27,101,67,3,171
1409906,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 06",27,58,16,0,74
1409907,14,"JALISCO",99,"TLAQUEPAQUE","TLAQUEPAQUE 07",27,88,44,2,134
1410201,14,"JALISCO",102,"TONALA","TONALA 01",27,117,57,2,176
1410202,14,"JALISCO",102,"TONALA","TONALA 02",27,31,9,0,40
1410203,14,"JALISCO",102,"TONALA","TONALA 03",27,37,7,0,44
1410204,14,"JALISCO",102,"TONALA","TONALA 04",27,52,29,1,82
1410205,14,"JALISCO",102,"TONALA","TONALA 05",27,81,16,0,97
1412001,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 01",27,212,175,6,393
1412002,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 02",27,98,42,0,140
1412003,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 03",27,50,37,0,87
1412004,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 04",27,103,239,0,342
1412005,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 05",27,121,178,2,301
1412006,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 06",27,121,94,0,215
1412007,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 07",27,133,64,2,199
1412008,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 08",27,112,79,0,191
1412009,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 09",27,99,160,1,260
1412010,14,"JALISCO",120,"ZAPOPAN","ZAPOPAN 10",27,41,141,0,182
1500101,15,"MEXICO",1,"ACAMBAY","ACAMBAY 01",27,99,19,2,120
1500201,15,"MEXICO",2,"ACOLMAN","ACOLMAN 01",27,119,35,0,154
1500501,15,"MEXICO",5,"ALMOLOYA DE JUAREZ","ALMOLOYA DE JUAREZ 01",27,550,83,23,656
1500901,15,"MEXICO",9,"AMECAMECA","AMECAMECA 01",27,317,70,5,392
1501101,15,"MEXICO",11,"ATENCO","ATENCO 01",27,396,122,10,528
1501301,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 01",27,113,200,1,314
1501302,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 02",27,318,190,0,508
1501303,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 03",27,135,366,1,502
1501304,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 04",27,58,48,0,106
1501305,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 05",27,80,43,0,123
1501306,15,"MEXICO",13,"ATIZAPAN DE ZARAGOZA","ATIZAPAN DE ZARAGOZA 06",27,134,276,5,415
1501401,15,"MEXICO",14,"ATLACOMULCO","ATLACOMULCO 01",27,70,213,2,285
1501601,15,"MEXICO",16,"AXAPUSCO","AXAPUSCO 01",27,39,10,0,49
1502001,15,"MEXICO",20,"COACALCO DE BERRIOZABAL","COACALCO DE BERRIOZABAL 01",27,219,51,0,270
1502002,15,"MEXICO",20,"COACALCO DE BERRIOZABAL","COACALCO DE BERRIOZABAL 02",27,294,118,2,414
1502003,15,"MEXICO",20,"COACALCO DE BERRIOZABAL","COACALCO DE BERRIOZABAL 03",27,286,20,0,306
1502401,15,"MEXICO",24,"CUAUTITLAN","CUAUTITLAN 01",27,262,97,1,360
1502501,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 01",27,64,36,1,101
1502502,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 02",27,65,27,0,92
1502503,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 03",27,288,96,0,384
1502504,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 04",27,295,100,2,397
1502505,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 05",27,281,136,3,420
1502506,15,"MEXICO",25,"CUAUTITLAN IZCALLI","CUAUTITLAN IZCALLI 06",27,272,95,2,369
1502601,15,"MEXICO",26,"CHALCO","CHALCO 01",27,292,147,0,439
1502602,15,"MEXICO",26,"CHALCO","CHALCO 02",27,106,44,1,151
1502603,15,"MEXICO",26,"CHALCO","CHALCO 03",27,60,24,0,84
1502901,15,"MEXICO",29,"CHIAUTLA","CHIAUTLA 01",27,133,40,1,174
1503001,15,"MEXICO",30,"CHICOLOAPAN","CHICOLOAPAN 01",27,144,272,7,423
1503002,15,"MEXICO",30,"CHICOLOAPAN","CHICOLOAPAN 02",27,95,94,14,203
1503101,15,"MEXICO",31,"CHICONCUAC","CHICONCUAC 01",27,168,54,0,222
1503201,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 01",27,195,168,2,365
1503202,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 02",27,209,181,0,390
1503203,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 03",27,116,84,0,200
1503204,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 04",27,267,221,0,488
1503205,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 05",27,152,110,1,263
1503206,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 06",27,168,146,2,316
1503207,15,"MEXICO",32,"CHIMALHUACAN","CHIMALHUACAN 07",27,116,103,2,221
1503401,15,"MEXICO",34,"ECATEPEC DE MORELOS","ECATEPEC DE MORELOS 01",27,550,413,11,974
1503402,15,"MEXICO",34,"ECATEPEC DE MORELOS","ECATEPEC DE MORELOS 02",27,342,288,5,635
1503403,15,"MEXICO",34,"ECATEPEC DE MORELOS","ECATEPEC DE MORELOS 03",27,114,365,1,480
1503404,15,"MEXICO",34,"ECATEPEC DE MORELOS","ECATEPEC DE MORELOS 04",27,108,506,0,614
1503405,15,"MEXICO",34,"ECATEPEC DE MORELOS","ECATEPEC DE MORELOS 05",27,226,377,3,606
